chromosome	start	end	strand	C%+G%	Obs/Exp	CG_count	len
chr11	8732881	8733416	+	53.46	0.63	24.0	535	
chr11	8891882	8893135	+	65.76	0.82	110.0	1253	
chr11	8931677	8933326	+	64.46	0.66	113.0	1649	
chr11	8958021	8958535	+	56.23	0.75	30.0	514	
chr11	8973026	8973652	+	53.19	0.6	26.0	626	
chr11	8985352	8986724	+	67.78	0.65	101.0	1372	
chr11	9006420	9007017	+	55.78	0.65	30.0	597	
chr11	9024980	9026535	+	68.1	0.89	160.0	1555	
chr11	9112462	9113602	+	74.56	0.82	129.0	1140	
chr11	9273264	9273915	+	53.15	0.7	32.0	651	
chr11	9284780	9285510	+	55.34	0.82	46.0	730	
chr11	9286274	9287382	+	71.84	0.87	124.0	1108	
chr11	9300566	9301847	+	52.54	0.63	56.0	1281	
chr11	9312570	9313343	+	50.71	0.6	30.0	773	
chr11	9335539	9336538	+	64.86	0.93	94.0	999	
chr11	9356078	9356587	+	52.65	0.72	25.0	509	
chr11	9380340	9380951	+	53.03	0.64	27.0	611	
chr11	9403458	9404301	+	52.55	0.74	43.0	843	
chr11	9406013	9406850	+	66.55	0.81	74.0	837	
chr11	9478026	9479534	+	54.38	0.66	73.0	1508	
chr11	9481487	9483153	+	60.08	0.79	118.0	1666	
chr11	9544963	9545583	+	55.16	0.78	36.0	620	
chr11	9593746	9596576	+	66.11	0.91	280.0	2830	
chr11	9634715	9636186	+	59.01	0.69	88.0	1471	
chr11	9685103	9686167	+	64.38	0.67	73.0	1064	
chr11	9779495	9780560	+	70.42	0.74	98.0	1065	
chr11	10315045	10315934	+	73.57	0.83	98.0	889	
chr11	10324234	10325574	+	59.85	0.7	84.0	1340	
chr11	10326026	10326798	+	64.51	0.61	49.0	772	
chr11	10327014	10328558	+	65.16	0.73	119.0	1544	
chr11	10328762	10329832	+	60.84	0.8	79.0	1070	
chr11	10471480	10472858	+	69.16	0.7	114.0	1378	
chr11	10561921	10563051	+	61.15	0.81	85.0	1130	
chr11	10772408	10773550	+	59.02	0.85	84.0	1142	
chr11	10829108	10831318	+	61.63	0.79	165.0	2210	
chr11	10879103	10880489	+	61.62	0.84	111.0	1386	
chr11	10901425	10901941	+	54.46	0.69	26.0	516	
chr11	10952176	10953359	+	68.05	0.8	105.0	1183	
chr11	11641835	11644043	+	65.58	0.77	181.0	2208	
chr11	11862984	11864192	+	64.74	0.8	97.0	1208	
chr11	12029738	12031150	+	72.88	0.8	143.0	1412	
chr11	12131689	12133514	+	66.08	0.68	136.0	1825	
chr11	12398707	12400216	+	64.35	0.85	133.0	1509	
chr11	12695327	12696982	+	74.2	0.99	225.0	1655	
chr11	13030157	13032808	+	66.47	0.84	245.0	2651	
chr11	13298184	13300844	+	65.08	0.83	233.0	2660	
chr11	13484052	13485513	+	59.55	0.75	96.0	1461	
chr11	13689158	13690832	+	64.7	0.87	152.0	1674	
chr11	13983692	13985331	+	64.86	0.86	148.0	1639	
chr11	13985446	13986429	+	66.23	0.68	73.0	983	
chr11	14280742	14281336	+	64.98	0.63	39.0	594	
chr11	14379568	14381001	+	69.43	0.89	154.0	1433	
chr11	14402601	14403165	+	68.97	0.82	55.0	564	
chr11	14520897	14521641	+	61.02	0.77	52.0	744	
chr11	14541324	14542356	+	57.56	0.78	67.0	1032	
chr11	14542634	14543302	+	50.75	0.81	34.0	668	
chr11	14655264	14655779	+	55.73	0.63	25.0	515	
chr11	14664937	14666675	+	69.33	0.81	170.0	1738	
chr11	14682855	14683378	+	56.6	0.72	30.0	523	
chr11	14912584	14914081	+	62.19	0.75	109.0	1497	
chr11	14926377	14927958	+	62.37	0.71	109.0	1581	
chr11	14993378	14994005	+	61.72	0.7	41.0	627	
chr11	14995110	14996171	+	61.45	0.77	77.0	1061	
chr11	15094737	15095986	+	61.09	0.71	83.0	1249	
chr11	15135792	15136546	+	65.65	0.66	53.0	754	
chr11	15582324	15582902	+	74.57	0.64	51.0	578	
chr11	16625289	16629559	+	58.97	0.75	278.0	4270	
chr11	16631866	16633227	+	51.73	0.76	69.0	1361	
chr11	16634665	16636000	+	59.33	0.78	91.0	1335	
chr11	16946393	16947819	+	64.87	0.74	110.0	1426	
chr11	17034542	17036851	+	67.56	0.83	217.0	2309	
chr11	17098604	17099507	+	57.7	0.85	63.0	903	
chr11	17099612	17101067	+	53.26	0.75	77.0	1455	
chr11	17106050	17106620	+	57.19	0.69	32.0	570	
chr11	17228741	17230120	+	63.16	0.69	95.0	1379	
chr11	17297780	17298889	+	67.63	0.73	91.0	1109	
chr11	17372843	17374690	+	56.85	0.86	128.0	1847	
chr11	17374806	17375441	+	61.89	0.96	58.0	635	
chr11	17409850	17411288	+	69.19	0.73	121.0	1438	
chr11	17497464	17498821	+	69.64	0.72	118.0	1357	
chr11	17565520	17566053	+	68.29	0.64	40.0	533	
chr11	17566163	17566673	+	57.65	0.83	35.0	510	
chr11	17717090	17717768	+	74.19	0.76	65.0	678	
chr11	17732683	17733207	+	57.82	0.82	24.0	524	
chr11	17740356	17742621	+	64.64	0.81	191.0	2265	
chr11	17742741	17743481	+	66.76	0.73	60.0	740	
chr11	17755795	17758287	+	71.47	0.86	273.0	2492	
chr11	17793277	17794260	+	56.87	0.77	61.0	983	
chr11	17905388	17906183	+	60.63	0.62	45.0	795	
chr11	18034024	18035498	+	66.62	0.84	137.0	1474	
chr11	18067608	18068122	+	59.92	0.85	39.0	514	
chr11	18127153	18127777	+	64.42	0.83	54.0	624	
chr11	18142035	18143149	+	66.7	0.64	79.0	1114	
chr11	18194815	18195501	+	55.25	0.64	33.0	686	
chr11	18210464	18211277	+	58.92	0.77	54.0	813	
chr11	18211411	18212142	+	51.03	0.63	30.0	731	
chr11	18343626	18344465	+	64.0	0.88	76.0	839	
chr11	18409358	18409959	+	56.57	0.75	36.0	601	
chr11	18415850	18417069	+	62.51	0.78	93.0	1219	
chr11	18477254	18478146	+	62.11	0.63	54.0	892	
chr11	18548061	18548748	+	65.36	0.78	57.0	687	
chr11	18560169	18560867	+	50.86	0.6	27.0	698	
chr11	18609873	18610770	+	59.42	0.63	50.0	897	
chr11	18655812	18656501	+	63.13	0.84	58.0	689	
chr11	18656750	18657277	+	52.18	0.88	31.0	527	
chr11	18719813	18720944	+	66.31	0.88	109.0	1131	
chr11	18727321	18728344	+	64.32	0.7	70.0	1023	
chr11	18742460	18743673	+	62.41	0.63	74.0	1213	
chr11	18812504	18814423	+	67.12	0.74	161.0	1919	
chr11	19138427	19139472	+	65.74	0.67	72.0	1045	
chr11	19156451	19157100	+	57.47	0.64	34.0	649	
chr11	19262392	19264549	+	66.2	0.82	192.0	2157	
chr11	19281950	19282795	+	57.28	0.77	53.0	845	
chr11	19366635	19368286	+	64.51	0.73	123.0	1651	
chr11	19733522	19736255	+	64.07	0.73	203.0	2733	
chr11	19798290	19799184	+	68.12	0.77	80.0	894	
chr11	20153109	20154195	+	58.38	0.68	63.0	1086	
chr11	20177609	20179082	+	63.14	0.75	110.0	1473	
chr11	20181201	20182326	+	61.33	0.83	87.0	1125	
chr11	20182558	20183417	+	52.85	0.6	36.0	859	
chr11	20184487	20185536	+	59.49	0.83	76.0	1049	
chr11	20385085	20385959	+	65.79	0.76	72.0	874	
chr11	20408235	20409898	+	64.58	0.76	131.0	1663	
chr11	20569324	20570759	+	69.69	0.6	104.0	1435	
chr11	20618175	20619472	+	63.76	0.74	97.0	1297	
chr11	20622721	20623484	+	69.59	0.78	72.0	763	
chr11	20626582	20627109	+	55.41	0.62	25.0	527	
chr11	20690580	20692334	+	65.45	0.81	152.0	1754	
chr11	20692469	20693055	+	53.24	0.63	26.0	586	
chr11	21774638	21775216	+	72.66	0.66	50.0	578	
chr11	22214027	22215448	+	66.92	0.65	100.0	1421	
chr11	22453758	22454682	+	54.11	0.69	46.0	924	
chr11	22646550	22647498	+	61.92	0.78	71.0	948	
chr11	22688286	22688830	+	63.42	0.7	38.0	544	
chr11	22850594	22851677	+	58.36	0.97	87.0	1083	
chr11	23751628	23752499	+	57.52	0.68	49.0	871	
chr11	23962667	23963255	+	53.4	0.68	28.0	588	
chr11	24518045	24518980	+	61.82	0.83	74.0	935	
chr11	26986609	26987155	+	58.42	0.82	38.0	546	
chr11	27384254	27385443	+	57.61	0.7	69.0	1189	
chr11	27493017	27494568	+	69.83	0.77	146.0	1551	
chr11	27527676	27528718	+	57.97	0.71	62.0	1042	
chr11	27720212	27720820	+	52.3	0.64	24.0	608	
chr11	27720942	27723561	+	60.33	0.76	179.0	2619	
chr11	27739823	27741305	+	61.94	0.72	102.0	1482	
chr11	27741818	27742456	+	51.41	0.69	29.0	638	
chr11	27743064	27744565	+	57.56	0.79	97.0	1501	
chr11	30038447	30039173	+	65.84	0.76	60.0	726	
chr11	30344301	30345252	+	56.78	0.69	53.0	951	
chr11	30605350	30606397	+	60.74	0.74	70.0	1047	
chr11	30606612	30608498	+	67.55	0.78	167.0	1886	
chr11	30812269	30812784	+	53.79	0.73	27.0	515	
chr11	31390770	31391710	+	52.77	0.88	56.0	940	
chr11	31531046	31531815	+	57.61	0.74	47.0	769	
chr11	31820061	31822020	+	59.01	0.69	117.0	1959	
chr11	31825712	31827218	+	60.62	0.75	104.0	1506	
chr11	31827518	31828147	+	64.39	0.68	44.0	629	
chr11	31831458	31832369	+	69.37	0.85	93.0	911	
chr11	31832707	31833753	+	64.05	0.76	79.0	1046	
chr11	31833898	31835248	+	60.59	0.65	81.0	1350	
chr11	31835422	31835931	+	67.98	0.66	39.0	509	
chr11	31836965	31839097	+	60.08	0.81	156.0	2132	
chr11	31839254	31840161	+	65.49	0.68	66.0	907	
chr11	31841068	31842209	+	64.33	0.6	71.0	1141	
chr11	31846178	31846973	+	58.11	0.64	43.0	795	
chr11	31847101	31847959	+	64.69	0.66	59.0	858	
chr11	31848488	31849325	+	61.17	0.76	59.0	837	
chr11	31993047	31993605	+	62.9	0.61	33.0	558	
chr11	32111993	32113977	+	63.26	0.82	163.0	1984	
chr11	32354482	32355767	+	57.51	0.79	84.0	1285	
chr11	32360339	32360937	+	53.85	0.72	31.0	598	
chr11	32447991	32449862	+	61.62	0.68	120.0	1871	
chr11	32450000	32450857	+	58.58	0.68	50.0	857	
chr11	32452038	32452709	+	66.17	0.76	56.0	671	
chr11	32452839	32453415	+	57.12	0.63	29.0	576	
chr11	32454718	32457547	+	62.57	0.77	212.0	2829	
chr11	32457665	32459264	+	53.91	0.76	87.0	1599	
chr11	32459405	32460229	+	59.59	0.63	46.0	824	
chr11	32460348	32461005	+	62.56	0.8	51.0	657	
chr11	32583107	32583642	+	51.78	0.74	26.0	535	
chr11	32605128	32606222	+	61.33	0.98	101.0	1094	
chr11	32815631	32816256	+	50.4	0.61	24.0	625	
chr11	32851049	32851990	+	68.54	0.86	95.0	941	
chr11	32913753	32916122	+	64.2	0.85	207.0	2369	
chr11	33036724	33038005	+	62.69	0.86	108.0	1281	
chr11	33060291	33062062	+	62.22	0.88	151.0	1771	
chr11	33182469	33183475	+	50.89	0.74	48.0	1006	
chr11	33183743	33184433	+	51.74	0.87	40.0	690	
chr11	33264632	33265674	+	68.14	0.62	75.0	1042	
chr11	33278422	33280366	+	67.28	0.88	193.0	1944	
chr11	33396825	33398892	+	65.8	0.86	191.0	2067	
chr11	33721714	33722640	+	71.81	0.79	94.0	926	
chr11	33756992	33758860	+	58.3	0.71	113.0	1868	
chr11	33795306	33796538	+	64.85	0.75	95.0	1232	
chr11	33850312	33851118	+	65.76	0.69	59.0	806	
chr11	33890252	33891496	+	72.91	0.87	144.0	1244	
chr11	33891710	33892287	+	63.6	0.69	40.0	577	
chr11	34072987	34075408	+	64.27	0.86	215.0	2421	
chr11	34126675	34127659	+	57.83	0.83	68.0	984	
chr11	34378199	34380765	+	66.02	0.77	214.0	2566	
chr11	34456707	34457214	+	52.86	0.6	21.0	507	
chr11	34460107	34460858	+	67.24	0.71	60.0	751	
chr11	34937083	34938509	+	63.53	0.79	113.0	1426	
chr11	35160213	35161347	+	63.58	0.65	75.0	1134	
chr11	35440376	35442237	+	65.93	0.86	173.0	1861	
chr11	35639333	35642045	+	68.18	0.84	265.0	2712	
chr11	35684186	35685119	+	67.1	0.94	92.0	933	
chr11	35724295	35724801	+	55.14	0.65	25.0	506	
chr11	35872087	35872623	+	50.0	0.69	23.0	536	
chr11	35965276	35966623	+	68.82	0.82	129.0	1347	
chr11	36310504	36311377	+	52.92	0.7	42.0	873	
chr11	36397927	36399095	+	65.92	0.82	101.0	1168	
chr11	36530905	36532123	+	63.22	0.84	99.0	1218	
chr11	36615998	36616532	+	56.18	0.68	28.0	534	
chr11	39183033	39183797	+	59.42	0.7	47.0	764	
chr11	42896621	42897372	+	53.4	0.6	32.0	751	
chr11	43333132	43334112	+	58.67	0.78	66.0	980	
chr11	43334255	43334808	+	50.09	0.77	26.0	553	
chr11	43380211	43381542	+	59.35	0.76	89.0	1331	
chr11	43568771	43569883	+	71.58	0.71	101.0	1112	
chr11	43596728	43597557	+	56.45	0.73	48.0	829	
chr11	43598648	43599192	+	57.72	0.68	30.0	544	
chr11	43599889	43601455	+	61.62	0.81	119.0	1566	
chr11	43602409	43603216	+	62.83	0.86	68.0	807	
chr11	43665575	43666080	+	59.21	0.76	32.0	505	
chr11	43701661	43702940	+	60.59	0.79	93.0	1279	
chr11	43902062	43902684	+	60.77	0.75	43.0	622	
chr11	43963550	43965362	+	70.81	0.95	216.0	1812	
chr11	43965464	43966270	+	65.14	0.64	55.0	806	
chr11	44087367	44088352	+	62.94	0.77	75.0	985	
chr11	44116708	44118180	+	61.62	0.78	109.0	1472	
chr11	44324876	44325553	+	62.19	0.6	39.0	677	
chr11	44325658	44326705	+	58.74	0.85	77.0	1047	
chr11	44326950	44328287	+	58.86	0.69	80.0	1337	
chr11	44330406	44331762	+	69.03	0.83	134.0	1356	
chr11	44332109	44333240	+	59.68	0.72	73.0	1131	
chr11	44337235	44339020	+	59.94	0.75	121.0	1785	
chr11	44340572	44342133	+	61.24	0.62	91.0	1561	
chr11	44586584	44587741	+	67.85	0.69	89.0	1157	
chr11	44676909	44677430	+	54.51	0.61	23.0	521	
chr11	44684522	44685776	+	70.18	0.6	92.0	1254	
chr11	44748074	44749802	+	73.5	0.78	180.0	1728	
chr11	44970745	44973006	+	69.92	0.74	203.0	2261	
chr11	44978504	44979163	+	64.19	0.61	41.0	659	
chr11	45123197	45123885	+	61.48	0.6	31.0	688	
chr11	45167982	45169244	+	71.16	1.02	163.0	1262	
chr11	45201577	45202900	+	74.45	0.68	124.0	1323	
chr11	45247565	45248196	+	58.64	0.61	33.0	631	
chr11	45307310	45307999	+	70.39	0.7	57.0	689	
chr11	45671179	45672615	+	66.43	0.78	123.0	1436	
chr11	45685821	45687496	+	74.93	0.77	181.0	1675	
chr11	45759492	45760797	+	73.79	0.6	107.0	1305	
chr11	45825445	45827029	+	70.27	0.71	139.0	1584	
chr11	45868700	45869992	+	62.62	0.74	93.0	1292	
chr11	45906876	45908133	+	71.36	0.72	115.0	1257	
chr11	45921102	45922231	+	72.98	0.79	119.0	1129	
chr11	45933056	45933572	+	54.46	0.6	23.0	516	
chr11	45938781	45940480	+	61.86	0.62	101.0	1699	
chr11	45943222	45945818	+	67.95	0.68	204.0	2596	
chr11	46141077	46141735	+	62.92	0.83	54.0	658	
chr11	46142862	46144021	+	71.96	0.85	127.0	1159	
chr11	46259186	46260964	+	65.52	0.83	157.0	1778	
chr11	46264681	46265528	+	57.62	0.73	51.0	847	
chr11	46299108	46300217	+	67.63	0.66	83.0	1109	
chr11	46322141	46322847	+	55.52	0.65	35.0	706	
chr11	46353961	46355241	+	70.55	0.81	129.0	1280	
chr11	46368446	46369887	+	70.02	0.84	146.0	1441	
chr11	46401360	46404357	+	71.17	0.66	247.0	2997	
chr11	46410650	46414688	+	70.01	0.75	373.0	4038	
chr11	46447089	46447604	+	54.56	0.61	23.0	515	
chr11	46528583	46529120	+	55.49	0.61	25.0	537	
chr11	46613128	46613782	+	52.14	0.65	29.0	654	
chr11	46615031	46615849	+	59.66	0.8	58.0	818	
chr11	46617560	46618123	+	58.97	0.79	38.0	563	
chr11	46639025	46639553	+	62.12	0.88	45.0	528	
chr11	46720976	46721854	+	51.94	0.71	42.0	878	
chr11	46867024	46868078	+	65.09	0.87	97.0	1054	
chr11	46905770	46906451	+	51.25	0.61	27.0	681	
chr11	46938442	46940715	+	64.8	0.77	181.0	2273	
chr11	46958045	46958560	+	59.03	0.7	31.0	515	
chr11	47197822	47198998	+	65.82	0.85	107.0	1176	
chr11	47201694	47202197	+	67.2	0.62	34.0	503	
chr11	47206940	47208309	+	73.56	0.73	135.0	1369	
chr11	47208496	47209268	+	59.33	0.87	58.0	772	
chr11	47212834	47213342	+	51.18	0.66	22.0	508	
chr11	47235806	47237340	+	57.95	0.61	78.0	1534	
chr11	47270038	47270910	+	59.98	0.65	51.0	872	
chr11	47290613	47292308	+	65.66	0.76	137.0	1695	
chr11	47308330	47308896	+	54.24	0.6	25.0	566	
chr11	47376491	47377547	+	67.05	0.65	77.0	1056	
chr11	47382004	47382668	+	56.93	0.66	35.0	664	
chr11	47406450	47406963	+	51.66	0.74	25.0	513	
chr11	47429592	47430561	+	74.41	0.83	109.0	969	
chr11	47444635	47445296	+	56.58	0.61	32.0	661	
chr11	47447306	47448931	+	57.23	0.82	109.0	1625	
chr11	47479349	47480152	+	53.18	0.62	35.0	803	
chr11	47573858	47575005	+	69.57	0.8	111.0	1147	
chr11	47586666	47588021	+	68.34	0.71	112.0	1355	
chr11	47600005	47600928	+	64.46	0.77	73.0	923	
chr11	47610967	47612550	+	69.11	0.97	183.0	1583	
chr11	47663529	47664377	+	68.16	0.89	86.0	848	
chr11	47668387	47668960	+	50.26	0.64	23.0	573	
chr11	47718935	47719475	+	50.74	0.84	29.0	540	
chr11	47761393	47761960	+	52.03	0.68	26.0	567	
chr11	47788201	47789210	+	67.69	0.91	105.0	1009	
chr11	47869255	47870751	+	55.28	0.78	89.0	1496	
chr11	47870926	47871579	+	52.53	0.67	30.0	653	
chr11	47913872	47915165	+	70.38	0.6	96.0	1293	
chr11	48001385	48003295	+	72.93	0.83	209.0	1910	
chr11	48874784	48875365	+	55.25	0.66	29.0	581	
chr11	48921317	48922772	+	65.29	0.67	104.0	1455	
chr11	48989769	48990486	+	59.83	0.64	41.0	717	
chr11	49069555	49070723	+	66.78	0.69	89.0	1168	
chr11	49229647	49230228	+	64.37	0.8	47.0	581	
chr11	49579852	49580545	+	62.19	0.7	47.0	693	
chr11	49582677	49583268	+	56.85	0.68	32.0	591	
chr11	49839281	49840004	+	60.44	0.67	44.0	723	
chr11	49872005	49872510	+	66.14	0.65	36.0	505	
chr11	49873118	49874588	+	65.37	0.67	105.0	1470	
chr11	49912885	49914436	+	64.54	0.66	106.0	1551	
chr11	50237784	50238402	+	57.28	0.67	33.0	618	
chr11	50256707	50257987	+	60.23	0.83	96.0	1280	
chr11	55639634	55641086	+	65.56	0.71	110.0	1452	
chr11	56947571	56948185	+	63.52	0.68	34.0	614	
chr11	57003728	57004349	+	62.16	0.63	38.0	621	
chr11	57091615	57092871	+	70.22	0.77	119.0	1256	
chr11	57102758	57103493	+	70.07	0.79	71.0	735	
chr11	57194292	57194801	+	68.76	0.81	42.0	509	
chr11	57225598	57226990	+	64.3	0.67	95.0	1392	
chr11	57227090	57228730	+	66.59	0.75	137.0	1640	
chr11	57243536	57244533	+	73.02	0.78	101.0	997	
chr11	57249634	57250948	+	65.68	0.66	92.0	1314	
chr11	57282109	57283682	+	64.21	0.78	126.0	1573	
chr11	57297738	57298633	+	57.21	0.78	57.0	895	
chr11	57300467	57301029	+	56.05	0.66	29.0	562	
chr11	57334972	57335863	+	70.48	0.89	98.0	891	
chr11	57370742	57371352	+	55.9	0.61	29.0	610	
chr11	57405861	57406627	+	64.1	0.68	47.0	766	
chr11	57423328	57423925	+	56.28	0.64	30.0	597	
chr11	57424823	57425330	+	62.72	0.89	44.0	507	
chr11	57434183	57434789	+	56.77	0.64	31.0	606	
chr11	57435082	57436292	+	66.36	1.0	133.0	1210	
chr11	57478810	57479378	+	54.93	0.73	31.0	568	
chr11	57479487	57480609	+	55.08	0.89	76.0	1122	
chr11	57508653	57509629	+	63.63	0.78	77.0	976	
chr11	57519659	57521024	+	58.39	0.6	69.0	1365	
chr11	57521183	57521758	+	51.13	0.72	27.0	575	
chr11	57995396	57996016	+	60.32	0.62	33.0	620	
chr11	57996288	57996802	+	51.56	0.88	30.0	514	
chr11	58345417	58347528	+	62.67	0.82	170.0	2111	
chr11	58598201	58598705	+	62.3	0.64	31.0	504	
chr11	58672542	58673289	+	63.45	0.71	53.0	747	
chr11	58731057	58731649	+	53.21	0.72	30.0	592	
chr11	58829969	58830740	+	61.09	0.72	52.0	771	
chr11	58869424	58870077	+	54.06	0.73	35.0	653	
chr11	58873823	58874487	+	65.06	0.74	52.0	664	
chr11	58909927	58910764	+	58.9	0.71	51.0	837	
chr11	58938839	58940309	+	66.12	0.86	136.0	1470	
chr11	58995351	58995940	+	52.63	0.67	27.0	589	
chr11	59317424	59318625	+	52.79	0.82	69.0	1201	
chr11	59323223	59324113	+	50.11	0.73	41.0	890	
chr11	59324800	59325376	+	54.86	0.77	33.0	576	
chr11	59327808	59328592	+	55.23	0.86	51.0	784	
chr11	59333153	59333940	+	56.16	0.79	49.0	787	
chr11	59352441	59353243	+	67.83	0.6	55.0	802	
chr11	59382502	59384121	+	61.7	0.81	125.0	1619	
chr11	59435753	59437298	+	63.69	0.78	122.0	1545	
chr11	59522426	59523401	+	69.54	0.81	95.0	975	
chr11	59577228	59578542	+	56.7	0.76	80.0	1314	
chr11	59665263	59665858	+	60.34	0.83	45.0	595	
chr11	59786411	59787154	+	51.82	0.7	34.0	743	
chr11	60382707	60383363	+	57.47	0.61	33.0	656	
chr11	60414485	60415113	+	61.78	0.64	38.0	628	
chr11	60609242	60610412	+	62.22	0.64	72.0	1170	
chr11	60619870	60621327	+	67.67	0.82	136.0	1457	
chr11	60673386	60674513	+	59.09	0.89	87.0	1127	
chr11	60681153	60682599	+	58.71	0.83	103.0	1446	
chr11	60691741	60692926	+	70.38	0.67	98.0	1185	
chr11	60700893	60702220	+	66.99	0.63	94.0	1327	
chr11	60718177	60719109	+	70.28	0.85	98.0	932	
chr11	60722390	60722958	+	53.87	0.61	25.0	568	
chr11	60774937	60776401	+	68.24	0.64	107.0	1464	
chr11	60805749	60806333	+	53.77	0.6	25.0	584	
chr11	60928437	60929263	+	73.24	0.94	102.0	826	
chr11	61049094	61049786	+	60.26	0.61	38.0	692	
chr11	61061452	61063261	+	70.26	0.74	165.0	1809	
chr11	61100074	61101311	+	65.56	0.86	112.0	1237	
chr11	61107543	61108154	+	56.46	0.82	39.0	611	
chr11	61128853	61130248	+	59.28	0.78	95.0	1395	
chr11	61148679	61149546	+	53.29	0.69	42.0	867	
chr11	61159202	61160751	+	57.97	0.73	94.0	1549	
chr11	61196713	61197983	+	67.01	0.89	125.0	1270	
chr11	61275597	61277481	+	71.55	0.9	217.0	1884	
chr11	61322682	61323450	+	63.93	0.74	57.0	768	
chr11	61334742	61335374	+	64.72	0.72	47.0	632	
chr11	61347695	61349161	+	75.72	0.86	179.0	1466	
chr11	61446961	61448376	+	68.13	0.73	120.0	1415	
chr11	61511042	61511985	+	67.97	0.6	65.0	943	
chr11	61519653	61520779	+	70.69	0.77	108.0	1126	
chr11	61544728	61545564	+	67.22	0.72	68.0	836	
chr11	61559561	61561221	+	57.47	0.73	99.0	1660	
chr11	61581155	61581657	+	57.77	0.76	32.0	502	
chr11	61582350	61584839	+	66.93	0.75	210.0	2489	
chr11	61594812	61596840	+	67.06	0.73	165.0	2028	
chr11	61635287	61635993	+	55.67	0.64	35.0	706	
chr11	61658412	61659884	+	72.28	0.76	145.0	1472	
chr11	61684526	61685324	+	75.81	0.88	97.0	798	
chr11	61722477	61723635	+	66.75	0.61	78.0	1158	
chr11	61734558	61736230	+	66.45	0.81	147.0	1672	
chr11	61889886	61890398	+	53.32	0.8	29.0	512	
chr11	61891176	61892283	+	59.71	0.73	72.0	1107	
chr11	61913834	61914470	+	64.62	0.63	40.0	636	
chr11	61938473	61939071	+	50.5	0.66	25.0	598	
chr11	62078768	62079382	+	54.07	0.67	30.0	614	
chr11	62091704	62092206	+	53.39	0.62	22.0	502	
chr11	62104392	62105637	+	64.74	0.9	118.0	1245	
chr11	62139190	62139757	+	56.79	0.69	31.0	567	
chr11	62192253	62192780	+	61.1	0.77	37.0	527	
chr11	62221315	62221873	+	56.81	0.68	30.0	558	
chr11	62304361	62304877	+	53.88	0.65	24.0	516	
chr11	62312411	62314509	+	68.64	0.65	160.0	2098	
chr11	62340558	62341075	+	56.09	0.89	34.0	517	
chr11	62341192	62342446	+	59.97	0.68	76.0	1254	
chr11	62358714	62359831	+	58.73	0.86	82.0	1117	
chr11	62368436	62370926	+	68.27	0.84	242.0	2490	
chr11	62379639	62380557	+	75.6	0.79	103.0	918	
chr11	62388950	62389894	+	65.36	0.8	81.0	944	
chr11	62413161	62414294	+	61.43	0.79	84.0	1133	
chr11	62420386	62421233	+	61.87	0.84	67.0	847	
chr11	62421425	62422098	+	53.79	0.72	35.0	673	
chr11	62432194	62433418	+	62.01	0.85	100.0	1224	
chr11	62438055	62438592	+	55.87	0.72	30.0	537	
chr11	62438804	62439404	+	61.17	0.8	45.0	600	
chr11	62439507	62440277	+	60.52	0.75	53.0	770	
chr11	62445752	62446763	+	61.92	0.73	71.0	1011	
chr11	62454887	62455869	+	64.77	0.74	76.0	982	
chr11	62473392	62474280	+	65.09	0.78	73.0	888	
chr11	62476771	62477482	+	57.52	0.84	49.0	711	
chr11	62493799	62496045	+	62.6	0.89	192.0	2246	
chr11	62503878	62504629	+	54.86	0.61	33.0	751	
chr11	62511801	62512665	+	55.56	0.66	43.0	864	
chr11	62521333	62522563	+	58.46	0.62	64.0	1230	
chr11	62527357	62528147	+	51.01	0.72	37.0	790	
chr11	62528763	62529462	+	63.23	0.75	52.0	699	
chr11	62538533	62539481	+	58.97	0.8	66.0	948	
chr11	62539709	62540220	+	55.97	0.66	26.0	511	
chr11	62550651	62551155	+	52.18	0.64	22.0	504	
chr11	62553952	62555489	+	65.39	0.9	148.0	1537	
chr11	62558707	62559640	+	63.13	0.78	72.0	933	
chr11	62572283	62573643	+	58.6	0.85	98.0	1360	
chr11	62598466	62600092	+	62.92	0.76	121.0	1626	
chr11	62606486	62609306	+	52.62	0.87	169.0	2820	
chr11	62609823	62610467	+	53.11	0.69	31.0	644	
chr11	62623116	62625026	+	53.56	0.71	97.0	1910	
chr11	62648238	62649479	+	64.63	0.69	89.0	1241	
chr11	62657966	62658641	+	54.07	0.61	30.0	675	
chr11	62690658	62691878	+	60.41	0.7	78.0	1220	
chr11	62692200	62693212	+	55.24	0.66	51.0	1012	
chr11	62693328	62695034	+	63.01	0.76	128.0	1706	
chr11	62725193	62725839	+	56.04	0.66	33.0	646	
chr11	63258025	63258890	+	63.47	0.85	72.0	865	
chr11	63363409	63363914	+	52.28	0.61	21.0	505	
chr11	63373047	63374328	+	57.46	0.63	67.0	1281	
chr11	63381033	63382097	+	68.8	0.79	98.0	1064	
chr11	63431726	63432242	+	53.49	0.6	22.0	516	
chr11	63437824	63439336	+	61.44	0.9	128.0	1512	
chr11	63448640	63449560	+	64.46	0.89	85.0	920	
chr11	63491685	63492253	+	55.28	0.7	30.0	568	
chr11	63529871	63532070	+	73.17	0.75	222.0	2199	
